學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,國家,中文名稱,英文名稱,小計,男,女
103,1,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),義大利,博科尼大學,Universita Commerciale Luigi Bocconi,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340201,會計學系,學士班(日間),英國,愛丁堡大學,University of Edinburgh,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),日本,一橋大學,Hitotsubashi University,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),日本,大阪大學,Osaka University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),中國大陸,山東大學,Shandong University,3,3,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),加拿大,不列顛哥倫比亞大學,University of British Columbia,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),中國大陸,中山大學,Sun Yat-sen University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),中國大陸,天津大學,Tianjin University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),西班牙,巴塞隆那大學,university of barcelona,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),美國,加州大學柏克萊分校,"University of California, Berkeley",2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),美國,加州州立大學,California State University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),中國大陸,北京師範大學,Beijing Normal University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),德國,多特蒙科技大學,Technische Universität Dortmund,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),香港,嶺南大學,Lingnan University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),英國,薩塞克斯大學,University of Sussex,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,340307,國際企業學系,學士班(日間),英國,蘭卡斯特大學,"Lancaster University Management School, University of Lancaster",1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,621002,森林環境暨資源學系,學士班(日間),美國,加州州立大學,California State University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,621002,森林環境暨資源學系,學士班(日間),丹麥,哥本哈根大學,University of Copenhagen,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,621002,森林環境暨資源學系,學士班(日間),加拿大,維多利亞大學,University of Victoria,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,620303,園藝暨景觀學系,學士班(日間),日本,國際教養大學,Akita International University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,620303,園藝暨景觀學系,學士班(日間),南韓,梨花女子大學,Ewha Womans University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,620303,園藝暨景觀學系,學士班(日間),美國,奧克拉荷瑪大學,The University of Oklahoma,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,620303,園藝暨景觀學系,學士班(日間),美國,伊利諾大學香檳校區,University of Illinois at Urbana-Champaign (UIUC),2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),日本,青山學院大學,Aoyama Gakuin University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),香港,香港中文大學,The Chinese University of Hong Kong,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),香港,香港城市大學,City University of Hong Kong,3,0,3
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),香港,香港科技大學,The Hong Kong University of Science and Technology,2,2,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),英國,倫敦大學國王學院,"King's College, London",1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),美國,夏威夷大學 馬諾校區,University of Hawaii at Manoa,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),中國大陸,浙江大學,Zhejiang Univeristy,2,0,2
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),美國,紐約州立大學 阿爾伯尼校區,State University of New York at Albany,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),荷蘭,萊頓大學,Leiden University,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),瑞典,隆德大學,Lund University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),新加坡,新加坡國立大學,National University of Singapore,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),新加坡,新加坡管理大學,Singapore Management University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),芬蘭,赫爾辛基大學,University of Helsinki,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),德國,柏林自由大學,Freie Universität Berlin,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,310101,經濟學系,學士班(日間),德國,柏林洪堡大學,Humboldt-Universität zu Berlin,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,520114,資訊工程學系,學士班(日間),加拿大,滑鐵盧大學,University of Waterloo,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,520114,資訊工程學系,學士班(日間),日本,長崎大學,Nagasaki University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,480109,資訊管理學系,學士班(日間),荷蘭,烏特列茲大學,Utrecht University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,480109,資訊管理學系,學士班(日間),新加坡,新加坡管理大學,Singapore Management University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,620801,農業化學系,學士班(日間),中國大陸,西安交通大學,Xi'an Jiaotong University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,620501,農業經濟學系,學士班(日間),日本,東北大學,Tohoku University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,620501,農業經濟學系,學士班(日間),新加坡,南洋理工大學,Nanyang Technological University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,620102,農藝學系,學士班(日間),法國,里爾天主教大學,Université Catholique de Lille,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,520101,電機工程學系,學士班(日間),法國,巴黎高等礦業學院,MINES ParisTech,2,2,0
103,1,公立,一般大學,0003,國立臺灣大學,520101,電機工程學系,學士班(日間),美國,伊利諾大學香檳校區,University of Illinois at Urbana-Champaign (UIUC),1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,520101,電機工程學系,學士班(日間),中國大陸,西安交通大學,Xi'an Jiaotong University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,520101,電機工程學系,學士班(日間),瑞典,皇家理工學院,Kungliga Tekniska högskolan (KTH),1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,520101,電機工程學系,學士班(日間),香港,香港理工大學,The Hong Kong Polytechnic University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,520101,電機工程學系,學士班(日間),加拿大,滑鐵盧大學,University of Waterloo,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,320602,圖書資訊學系,學士班(日間),澳大利亞,汀肯大學,Deakin University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,320602,圖書資訊學系,學士班(日間),中國大陸,重慶大學,Chongqing University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,320602,圖書資訊學系,學士班(日間),香港,香港理工大學,The Hong Kong Polytechnic University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,460101,數學系,學士班(日間),法國,巴黎第十三大學,Université Paris 13,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,460101,數學系,學士班(日間),加拿大,西門菲沙大學,Simon Fraser University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,520201,機械工程學系,學士班(日間),加拿大,不列顛哥倫比亞大學,University of British Columbia,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,520201,機械工程學系,學士班(日間),中國大陸,同濟大學,Tongji University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,520201,機械工程學系,學士班(日間),日本,東京工業大學,Tokyo Institute of Technology,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,220901,歷史學系,學士班(日間),日本,九州大學,Kyushu University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220901,歷史學系,學士班(日間),法國,巴黎西大學農泰爾拉德芳斯,Université Paris Ouest Nanterre La Défense,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220901,歷史學系,學士班(日間),中國大陸,北京大學,Peking University,2,1,1
103,1,公立,一般大學,0003,國立臺灣大學,220901,歷史學系,學士班(日間),法國,尚慕蘭里昂第三大學,Université Jean Moulin - Lyon 3,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220901,歷史學系,學士班(日間),中國大陸,南京大學,Nanjing University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,220901,歷史學系,學士班(日間),俄羅斯,國立烏拉爾聯邦大學,Ural Federal University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,220901,歷史學系,學士班(日間),日本,關西學院大學,Kwansei Gakuin University,1,1,0
103,1,公立,一般大學,0003,國立臺灣大學,210501,戲劇學系,學士班(日間),南非,高麗大學,Korea University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,210501,戲劇學系,學士班(日間),俄羅斯,聖彼得堡國立大學,Saint Petersburg State University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,720101,醫學系,學士班(日間),中國大陸,哈爾濱工業大學,Harbin Institute of Technology,1,1,0
103,1,公立,一般大學,0004,國立臺灣師範大學,140215,人類發展與家庭學系,學士班(日間),日本,日本愛知大學,Aichi University,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,140215,人類發展與家庭學系,學士班(日間),澳大利亞,澳洲國立大學,Australian National University,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,140301,工業教育學系,學士班(日間),日本,筑波大學,University of Tsukuba,1,1,0
103,1,公立,一般大學,0004,國立臺灣師範大學,140201,公民教育與活動領導學系,學士班(日間),日本,日本愛知大學,Aichi University,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,140201,公民教育與活動領導學系,學士班(日間),中國大陸,廈門大學,Xiamen University,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,140201,公民教育與活動領導學系,學士班(日間),南韓,韓國梨花女子大學,Ewha Womans University,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,340301,企業管理學士學位學程,學士班(日間),中國大陸,南開大學,Nankai University,1,1,0
103,1,公立,一般大學,0004,國立臺灣師範大學,340301,企業管理學士學位學程,學士班(日間),中國大陸,復旦大學,Fudan University,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,310601,地理學系,學士班(日間),日本,日本金澤大學,Kanazawa University,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,310601,地理學系,學士班(日間),日本,日本鹿兒島國際大學,The International University of Kagoshima,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,440201,地球科學系,學士班(日間),美國,美國密西根格闌谷州立大學,Grand Valley State University,1,1,0
103,1,公立,一般大學,0004,國立臺灣師範大學,440201,地球科學系,學士班(日間),南韓,首爾市立大學,University of Seoul,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,440201,地球科學系,學士班(日間),挪威,挪威奧斯陸大學,University of Oslo,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,310601,地理學系,學士班(日間),日本,山形大學,Yamagata University,1,0,1
103,1,公立,一般大學,0003,國立臺灣大學,520201,機械工程學系,學士班(日間),德國,魯耳波洪大學,Ruhr – Universität Bochum,1,1,0
103,1,公立,一般大學,0004,國立臺灣師範大學,310601,地理學系,學士班(日間),中國大陸,北京師範大學,Beijing Normal University,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,310702,東亞學系,學士班(日間),日本,日本早稻田大學,Waseda University,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,310702,東亞學系,學士班(日間),日本,日本龍谷大學,Ryukoku University,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,310702,東亞學系,學士班(日間),加拿大,英屬哥倫比亞大學,The University of British Columbia,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,310702,東亞學系,學士班(日間),新加坡,新加坡管理大學,Singapore Management University,1,1,0
103,1,公立,一般大學,0004,國立臺灣師範大學,310702,東亞學系,學士班(日間),南韓,韓國外國語大學,Hankuk University of Foreign Studies,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,310702,東亞學系,學士班(日間),南韓,韓國成均館大學,Sungkyunkwan University,1,0,1
103,1,公立,一般大學,0004,國立臺灣師範大學,140222,社會教育學系,學士班(日間),日本,日本東京學藝大學,Tokyo Gakugei University,1,0,1
